Date Time,High Range (μS/cm)  #21113538,Temp (°C)  #21113538,Specific Conductance (μS/cm),Salinity (ppt)
06/09/23 12:20:00.000,33027.5,19.05,46489.6553942397,30.1753949586246
06/09/23 12:30:00.000,33373.1,18.32,47724.5843639536,31.0731557185483
06/09/23 12:40:00.000,33375.8,18.29,47758.4154569164,31.0978048733028
06/09/23 12:50:00.000,33441.8,18.29,47851.243338703,31.1654537782618
06/09/23 13:00:00.000,33391.6,18.25,47820.1212667612,31.1427709215212
06/09/23 13:10:00.000,33436.5,18.29,47841.0529859818,31.1580264199283
06/09/23 13:20:00.000,33441.8,18.3,47836.8427463488,31.1549578146475
06/09/23 13:30:00.000,33433.9,18.27,47855.6283811087,31.1686499494909
06/09/23 13:40:00.000,33455,18.3,47853.0337636051,31.1667587778586
06/09/23 13:50:00.000,33449.7,18.23,47917.4300944681,31.2137012219668
06/09/23 14:00:00.000,33449.7,18.27,47874.2229677872,31.1822037234025
06/09/23 14:10:00.000,33457.7,18.29,47863.3935491076,31.1743099482011
06/09/23 14:20:00.000,33486.8,18.33,47861.7329497843,31.1730995313173
06/09/23 14:30:00.000,33500.1,18.39,47816.6950810649,31.1402739483331
06/09/23 14:40:00.000,33500.1,18.44,47763.2596830298,31.1013345898235
06/09/23 14:50:00.000,33497.4,18.43,47768.5240296606,31.1051704925654
06/09/23 15:00:00.000,33542.5,18.53,47727.2060732064,31.0750657775737
06/09/23 15:10:00.000,33585,18.6,47713.4343626797,31.0650325268703
06/09/23 15:20:00.000,33571.7,18.6,47693.2841996957,31.0503531867505
06/09/23 15:30:00.000,33577.1,18.63,47668.5086291673,31.0323056701897
06/09/23 15:40:00.000,33577.1,18.7,47594.7354097439,30.9785755867112
06/09/23 15:50:00.000,33606.3,18.73,47603.669151547,30.9850814182722
06/09/23 16:00:00.000,33582.4,18.73,47568.6051046769,30.9595478470735
06/09/23 16:10:00.000,33651.7,18.75,47644.4777533242,31.0148021160948
06/09/23 16:20:00.000,33625,19.4,46941.6038731114,30.5034970747431
06/09/23 16:30:00.000,33595.7,18.75,47562.8064821128,30.9553256038452
06/09/23 16:40:00.000,33871.4,20.14,46539.6338423548,30.2116522115757
06/09/23 16:50:00.000,33670.3,19.26,47142.6587422196,30.649625338385
06/09/23 17:00:00.000,33670.3,18.97,47437.4740275995,30.8640862779385
06/09/23 17:10:00.000,33901.1,20.25,46467.7164423946,30.1594811967999
06/09/23 17:20:00.000,33796.2,19.82,46749.3663975312,30.363874070955
06/09/23 17:30:00.000,33844.5,20.48,46162.0220241052,29.9378693126159
06/09/23 17:40:00.000,33874.1,20.33,46348.1679866863,30.0727865253691
06/09/23 17:50:00.000,33823,20.14,46464.3291758173,30.1570242999083
06/09/23 18:00:00.000,33747.9,20.66,45851.8544074465,29.7132595551015
06/09/23 18:10:00.000,33879.5,20.37,46312.4017818435,30.0468565509842
06/09/23 18:20:00.000,33782.7,20.48,46071.562719892,29.872337162404
06/09/23 18:30:00.000,33796.2,20.23,46333.729352223,30.0623183323107
06/09/23 18:40:00.000,33879.5,20.23,46446.4067009528,30.1440250232092
06/09/23 18:50:00.000,33879.5,20.33,46346.6131228532,30.0716592037026
06/09/23 19:00:00.000,33917.2,20.27,46455.9302439531,30.1509324026317
06/09/23 19:10:00.000,33938.8,20.3,46454.574708476,30.1499492251581
06/09/23 19:20:00.000,33903.8,20.18,46523.9514091352,30.2002745798329
06/09/23 19:30:00.000,33874.1,20.13,46531.4690765405,30.205728581597
06/09/23 19:40:00.000,33882.2,20.04,46630.5638844759,30.2776345253188
06/09/23 19:50:00.000,33876.8,20.02,46641.7394081481,30.2857453735361
06/09/23 20:00:00.000,33911.9,20.02,46688.6706360289,30.3198100934306
06/09/23 20:10:00.000,33868.7,20.04,46608.1776739939,30.2613882705497
06/09/23 20:20:00.000,33868.7,20.07,46577.1200372624,30.2388510617594
06/09/23 20:30:00.000,33852.6,19.99,46633.177924467,30.2795316857559
06/09/23 20:40:00.000,33817.6,19.81,46763.153541289,30.3738845915539
06/09/23 20:50:00.000,33833.8,19.72,46874.3663605497,30.4546513921804
06/09/23 21:00:00.000,33844.5,19.63,46978.3312321723,30.5301830906911
06/09/23 21:10:00.000,33777.4,19.56,46954.556992688,30.5129083882137
06/09/23 21:20:00.000,33777.4,19.42,47094.6427525264,30.6147175424895
06/09/23 21:30:00.000,33758.6,19.45,47036.8644124633,30.5727202983429
06/09/23 21:40:00.000,33713.1,19.32,47103.858701503,30.6214171131373
06/09/23 21:50:00.000,33726.5,19.31,47131.3808628932,30.6414257501688
06/09/23 22:00:00.000,33707.8,19.24,47175.1043575222,30.6732167538883
06/09/23 22:10:00.000,33699.7,19.26,47142.177044747,30.6492751133309
06/09/23 22:20:00.000,33715.8,19.28,47143.0238415877,30.6498907895107
06/09/23 22:30:00.000,33750.6,19.31,47159.7769123727,30.6620717345724
06/09/23 22:40:00.000,33713.1,19.27,47146.8179448238,30.6526493709491
06/09/23 22:50:00.000,33750.6,19.3,47167.3349114909,30.6675672946503
06/09/23 23:00:00.000,33723.8,19.27,47159.1446973132,30.6616120460012
06/09/23 23:10:00.000,33764,19.36,47122.5173073302,30.6349817255659
06/09/23 23:20:00.000,33729.2,19.37,47062.6524726556,30.5914637671124
06/09/23 23:30:00.000,33737.2,19.33,47113.0246180074,30.6280805278922
06/09/23 23:40:00.000,33721.1,19.5,46917.5139897773,30.4859952940564
06/09/23 23:50:00.000,33705.1,19.35,47045.4676119106,30.5789731503866
06/10/23 00:00:00.000,33715.8,19.26,47150.3545715676,30.6552207819068
06/10/23 00:10:00.000,33662.3,19.2,47135.3639456268,30.6443216154633
06/10/23 00:20:00.000,33678.4,19.14,47217.6322901918,30.7041431627489
06/10/23 00:30:00.000,33622.3,19.05,47229.6149489055,30.7128578141172
06/10/23 00:40:00.000,33619.7,19.01,47265.52795696,30.7389785351723
06/10/23 00:50:00.000,33606.3,18.99,47265.881476847,30.7392356782875
06/10/23 01:00:00.000,33651.7,18.99,47328.2528304366,30.7846083207879
06/10/23 01:10:00.000,33622.3,18.94,47336.9059533293,30.7909039037324
06/10/23 01:20:00.000,33614.3,18.9,47365.3776900996,30.8116198773935
06/10/23 01:30:00.000,33563.8,18.84,47354.6470415173,30.8038120376413
06/10/23 01:40:00.000,33563.8,18.75,47445.8837921283,30.8702071495221
06/10/23 01:50:00.000,33529.2,18.66,47488.5560680343,30.9012680588772
06/10/23 02:00:00.000,33545.2,18.64,47530.5016313509,30.9318045310008
06/10/23 02:10:00.000,33529.2,18.66,47485.9393883757,30.8993632586285
06/10/23 02:20:00.000,33561.1,18.68,47509.0208973313,30.9161659430173
06/10/23 02:30:00.000,33553.1,18.66,47517.0691741151,30.9220251803724
06/10/23 02:40:00.000,33595.7,18.69,47544.9042383197,30.9422907002323
06/10/23 02:50:00.000,33558.5,18.68,47501.4244656953,30.9106358058501
06/10/23 03:00:00.000,33558.5,18.69,47489.7961962533,30.9021708107732
06/10/23 03:10:00.000,33537.2,18.7,47448.1257392789,30.8718389344628
06/10/23 03:20:00.000,33566.4,18.71,47477.6938347194,30.893361059123
06/10/23 03:30:00.000,33537.2,18.74,47404.314195102,30.8399533466345
06/10/23 03:40:00.000,33566.4,18.78,47402.9891320466,30.8389890558701
06/10/23 03:50:00.000,33579.7,18.83,47369.0117100208,30.8142641314291
06/10/23 04:00:00.000,33574.4,18.83,47360.2514806088,30.8078899056418
06/10/23 04:10:00.000,33595.7,18.84,47378.632207422,30.8212645418875
06/10/23 04:20:00.000,33550.5,18.83,47324.0260140316,30.7815331684165
06/10/23 04:30:00.000,33558.5,18.8,47364.7789358263,30.8111842037671
06/10/23 04:40:00.000,33558.5,18.78,47384.028506882,30.8251912938548
06/10/23 04:50:00.000,33441.8,18.76,47238.9242275568,30.7196284445214
06/10/23 05:00:00.000,33542.5,18.69,47451.5246240214,30.8743128125095
06/10/23 05:10:00.000,33537.2,18.71,47422.1337090959,30.8529216126505
06/10/23 05:20:00.000,33529.2,18.74,47378.6725403723,30.8212938908893
06/10/23 05:30:00.000,33558.5,18.7,47459.8554273634,30.8803765120048
06/10/23 05:40:00.000,33510.7,18.69,47401.4433960865,30.8378641800435
06/10/23 05:50:00.000,33529.2,18.7,47415.9254044196,30.84840338688
06/10/23 06:00:00.000,33529.2,18.79,47322.069263791,30.7801095816737
06/10/23 06:10:00.000,33505.4,18.75,47328.3382471326,30.7846704648035
06/10/23 06:20:00.000,33537.2,18.75,47371.8207265757,30.8163081040944
06/10/23 06:30:00.000,33529.2,18.74,47369.5300635915,30.8146413083691
06/10/23 06:40:00.000,33537.2,18.75,47369.2085360599,30.8144073506629
06/10/23 06:50:00.000,33542.5,18.76,47365.0843099723,30.8114064040904
06/10/23 07:00:00.000,33542.5,18.74,47384.345535083,30.8254219896506
06/10/23 07:10:00.000,33508,18.68,47396.1726276187,30.8340285384795
06/10/23 07:20:00.000,33521.3,18.69,47403.3213544604,30.8392308243246
06/10/23 07:30:00.000,33526.6,18.69,47409.4867788616,30.8437176442014
06/10/23 07:40:00.000,33550.5,18.79,47338.9897397588,30.7924199919492
06/10/23 07:50:00.000,33537.2,18.74,47370.3483455755,30.8152367278597
06/10/23 08:00:00.000,33550.5,18.99,47131.7266426654,30.6416771447053
06/10/23 08:10:00.000,33484.1,18.81,47221.1710282801,30.7067167494503
06/10/23 08:20:00.000,33526.6,18.86,47228.4044153585,30.7119774103785
06/10/23 08:30:00.000,33571.7,19,47147.3240402956,30.6530173409392
06/10/23 08:40:00.000,33505.4,18.9,47155.1349309409,30.658696536944
06/10/23 08:50:00.000,33555.8,18.86,47265.5095033501,30.7389651124037
06/10/23 09:00:00.000,33534.5,18.92,47172.932917797,30.6716378020701
06/10/23 09:10:00.000,33526.6,18.8,47283.3652964297,30.7519534485874
06/10/23 09:20:00.000,33558.5,18.79,47337.1870419867,30.7911084131036
06/10/23 09:30:00.000,33539.9,18.75,47350.8056144747,30.8010170081385
06/10/23 09:40:00.000,33497.4,18.81,47228.1477982834,30.7117907769305
06/10/23 09:50:00.000,33569.1,18.9,47235.4099276364,30.7170724711668
06/10/23 10:00:00.000,33547.8,18.81,47296.3927039609,30.761430122498
06/10/23 10:10:00.000,33447.1,18.73,47235.4700405014,30.717116191382
06/10/23 10:20:00.000,33492.1,18.73,47297.5305242363,30.7622578405217
06/10/23 10:30:00.000,33505.4,18.74,47304.680337287,30.7674591147523
06/10/23 10:40:00.000,33539.9,18.78,47310.849051508,30.7719467740318
06/10/23 10:50:00.000,33563.8,18.76,47363.7101499202,30.8104065216878
06/10/23 11:00:00.000,33550.5,18.94,47159.3293510368,30.6617463090787
06/10/23 11:10:00.000,33579.7,18.76,47383.4673373928,30.8247829414058
06/10/23 11:20:00.000,33595.7,18.75,47414.9610246263,30.8477015478099
06/10/23 11:30:00.000,33587.7,18.73,47422.9814222333,30.8535385615563
06/10/23 11:40:00.000,33595.7,18.73,47432.9347742997,30.8607825522432
06/10/23 11:50:00.000,33566.4,18.7,47421.2664350409,30.8522904295945
06/10/23 12:00:00.000,33595.7,18.66,47502.4966642579,30.9114163482872
06/10/23 12:10:00.000,33590.4,18.63,47524.6986395125,30.9275796710002
06/10/23 12:20:00.000,33523.9,18.68,47378.061932877,30.8208495717302
06/10/23 12:30:00.000,33638.3,18.84,47373.1635896979,30.8172852416331
06/10/23 12:40:00.000,33582.4,18.69,47447.5640636466,30.8714301217303
06/10/23 12:50:00.000,33579.7,18.69,47442.4510983308,30.8677087131674
06/10/23 13:00:00.000,33566.4,18.58,47535.9628204742,30.935780620569
06/10/23 13:10:00.000,33590.4,18.59,47558.1871143014,30.951962091572
06/10/23 13:20:00.000,33569.1,18.55,47568.199547237,30.959252539295
06/10/23 13:30:00.000,33539.9,18.53,47546.335288944,30.9433326404701
06/10/23 13:40:00.000,33603.7,18.68,47480.021868833,30.8950556912508
06/10/23 13:50:00.000,33603.7,18.66,47499.3511004041,30.9091264392796
06/10/23 14:00:00.000,33523.9,18.48,47571.5736031088,30.9617093802555
06/10/23 14:10:00.000,33516,18.5,47538.3638632965,30.9375287550401
06/10/23 14:20:00.000,33561.1,18.49,47611.1953792723,30.990562411999
06/10/23 14:30:00.000,33561.1,18.51,47589.1418334875,30.974502272423
06/10/23 14:40:00.000,33539.9,18.55,47516.452187452,30.921576001185
06/10/23 14:50:00.000,33569.1,18.6,47504.6656767016,30.912995361675
06/10/23 15:00:00.000,33579.7,18.7,47415.1267446716,30.8478221524102
06/10/23 15:10:00.000,33611.7,18.66,47500.133325513,30.9096958815099
06/10/23 15:20:00.000,33569.1,18.68,47418.1850819424,30.8500479038604
06/10/23 15:30:00.000,33569.1,18.63,47468.4375193781,30.886623301089
06/10/23 15:40:00.000,33603.7,18.65,47495.2498804028,30.9061408692286
06/10/23 15:50:00.000,33617,18.84,47317.1197541569,30.7765087282322
06/10/23 16:00:00.000,33595.7,18.7,47429.7938591694,30.8584965854822
06/10/23 16:10:00.000,33625,18.85,47315.4764271671,30.7753131934078
06/10/23 16:20:00.000,33651.7,18.86,47341.3707201404,30.7941523214007
06/10/23 16:30:00.000,33579.7,18.61,47496.1685714449,30.9068096461163
06/10/23 16:40:00.000,33574.4,18.6,47497.713525889,30.9079343270406
06/10/23 16:50:00.000,33590.4,18.63,47487.9745133471,30.9008447172334
06/10/23 17:00:00.000,33566.4,18.61,47473.4791930891,30.8902931551406
06/10/23 17:10:00.000,33638.3,18.8,47377.6301764885,30.8205353972632
06/10/23 17:20:00.000,33595.7,18.76,47357.5797945617,30.8059459396245
06/10/23 17:30:00.000,33659.7,18.97,47230.8029612815,30.7137218421721
06/10/23 17:40:00.000,33646.3,18.9,47282.344917603,30.7512112012316
06/10/23 17:50:00.000,33673,18.94,47277.4875954175,30.7476779082737
06/10/23 18:00:00.000,33665,19.05,47152.6611344194,30.6568978551049
06/10/23 18:10:00.000,33699.7,19.07,47179.4313239716,30.6763631224052
06/10/23 18:20:00.000,33595.7,19.51,46589.2905808213,30.2476824143128
06/10/23 18:30:00.000,33689,19.3,46928.4886433551,30.4939684146382
06/10/23 18:40:00.000,33638.3,19.58,46575.6206655695,30.23776309387
06/10/23 18:50:00.000,33651.7,19.56,46612.8360283582,30.2647688536427
06/10/23 19:00:00.000,33638.3,19.71,46443.4805838372,30.1419027713658
06/10/23 19:10:00.000,33579.7,19.65,46421.1095575689,30.1256782566572
06/10/23 19:20:00.000,33686.4,19.81,46407.7690288997,30.1160036916179
06/10/23 19:30:00.000,33707.8,19.84,46406.1316908106,30.1148163237822
06/10/23 19:40:00.000,33702.4,19.62,46616.4174960295,30.2673679743051
06/10/23 19:50:00.000,33651.7,19.6,46565.1398777044,30.230158228702
06/10/23 20:00:00.000,33659.7,19.56,46614.8726952793,30.2662468869896
06/10/23 20:10:00.000,33659.7,19.48,46693.7085008527,30.323467129307
06/10/23 20:20:00.000,33630.3,19.52,46611.6825799361,30.2639317871502
06/10/23 20:30:00.000,33609,19.51,46590.9495539414,30.2488862499504
06/10/23 20:40:00.000,33593,19.42,46657.6732528762,30.2973102165297
06/10/23 20:50:00.000,33566.4,19.5,46539.4639106896,30.2115289224899
06/10/23 21:00:00.000,33463,19.77,46127.436735396,29.9128119396482
06/10/23 21:10:00.000,33476.2,19.55,46362.3568089457,30.0830741219597
06/10/23 21:20:00.000,33476.2,19.7,46212.2282918485,29.9742496933944
06/10/23 21:30:00.000,33452.4,19.72,46158.4044823904,29.9352482253287
06/10/23 21:40:00.000,33404.8,19.67,46140.9947363723,29.9226344756304
06/10/23 21:50:00.000,33391.6,19.67,46121.5312948524,29.9085336980558
06/10/23 22:00:00.000,33404.8,19.74,46069.3315123286,29.8707210562923
06/10/23 22:10:00.000,33396.9,19.73,46067.0493793753,29.8690680771635
06/10/23 22:20:00.000,33304.6,19.72,45948.6034526938,29.783294468718
06/10/23 22:30:00.000,33309.9,19.7,45974.314282416,29.8019101219324
06/10/23 22:40:00.000,33333.6,19.77,45936.7867984316,29.7747393147419
06/10/23 22:50:00.000,33312.5,19.77,45906.5087841349,29.7528199337981
06/10/23 23:00:00.000,33375.8,19.81,45952.9276535985,29.7864252417887
06/10/23 23:10:00.000,33402.2,19.83,45968.2586982755,29.7975254878144
06/10/23 23:20:00.000,33396.9,19.84,45949.8880356145,29.7842245170753
06/10/23 23:30:00.000,33447.1,19.63,46224.8428208425,29.9833914281085
06/10/23 23:40:00.000,33431.2,19.63,46201.6448219337,29.9665801796465
06/10/23 23:50:00.000,33476.2,19.57,46321.9701706998,30.0537931714217
06/11/23 00:00:00.000,33354.7,19.81,45916.3266986601,29.7599272295655
06/11/23 00:10:00.000,33404.8,19.74,46052.7762123298,29.858730136311
06/11/23 00:20:00.000,33359.9,19.73,45999.5976993867,29.8202179658547
06/11/23 00:30:00.000,33534.5,19.36,46607.1348022538,30.260631462709
06/11/23 00:40:00.000,33457.7,19.1,46760.7747974823,30.3721574069278
06/11/23 00:50:00.000,33537.2,19.01,46961.5437497291,30.5179849157999
06/11/23 01:00:00.000,33566.4,19.05,46960.3896954486,30.517146379622
06/11/23 01:10:00.000,33569.1,19.14,46871.6512038821,30.4526791695611
06/11/23 01:20:00.000,33582.4,19.09,46939.526580546,30.5019878217733
06/11/23 01:30:00.000,33595.7,19.24,46805.028691237,30.4042921354321
06/11/23 01:40:00.000,33574.4,19.32,46693.5967842171,30.3233860323924
06/11/23 01:50:00.000,33595.7,19.15,46893.379465374,30.4684625696001
06/11/23 02:00:00.000,33561.1,19.06,46935.0590331102,30.4987419710664
06/11/23 02:10:00.000,33561.1,19.02,46974.3610017225,30.5272981638906
06/11/23 02:20:00.000,33606.3,18.99,47066.6770406188,30.5943890868069
06/11/23 02:30:00.000,33577.1,18.95,47065.3137008109,30.5933981174662
06/11/23 02:40:00.000,33561.1,18.95,47041.6479153981,30.576196950869
06/11/23 02:50:00.000,33563.8,18.91,47084.8801275399,30.6076208004379
06/11/23 03:00:00.000,33539.9,18.89,47070.5323514042,30.597191418139
06/11/23 03:10:00.000,33529.2,18.87,47074.6515204025,30.6001855835682
06/11/23 03:20:00.000,33555.8,18.86,47120.798436513,30.633732087129
06/11/23 03:30:00.000,33534.5,18.84,47110.0893333261,30.6259466186905
06/11/23 03:40:00.000,33526.6,18.81,47128.3681223219,30.6392353905594
06/11/23 03:50:00.000,33571.7,18.8,47200.5133583637,30.6916936808274
06/11/23 04:00:00.000,33505.4,18.79,47116.4835609404,30.6305951572905
06/11/23 04:10:00.000,33505.4,18.76,47145.8619313508,30.6519542780597
06/11/23 04:20:00.000,33513.3,18.73,47186.3624323815,30.6814032014345
06/11/23 04:30:00.000,33505.4,18.7,47204.7132026197,30.6947478841211
06/11/23 04:40:00.000,33476.2,18.68,47182.8882197769,30.678876850459
06/11/23 04:50:00.000,33500.1,18.7,47194.6559751711,30.687434160301
06/11/23 05:00:00.000,33550.5,18.8,47161.6565918648,30.6634384704367
06/11/23 05:10:00.000,33534.5,18.79,47148.1527467044,30.6536198750887
06/11/23 05:20:00.000,33513.3,18.69,47219.5349272756,30.7055268727878
06/11/23 05:30:00.000,33500.1,18.79,47097.3203325037,30.6166639974869
06/11/23 05:40:00.000,33534.5,18.84,47093.144573338,30.6136284557111
06/11/23 05:50:00.000,33555.8,18.86,47101.2428869405,30.6195155142966
06/11/23 06:00:00.000,33547.8,18.86,47088.7421754643,30.6104282086403
06/11/23 06:10:00.000,33550.5,18.86,47091.2176690657,30.6122277198441
06/11/23 06:20:00.000,33547.8,18.86,47086.13538871,30.6085332734099
06/11/23 06:30:00.000,33534.5,18.86,47066.2184888525,30.5940557792469
06/11/23 06:40:00.000,33539.9,18.86,47072.4727690028,30.5986018747208
06/11/23 06:50:00.000,33531.9,18.94,46978.4961361315,30.5303029173157
06/11/23 07:00:00.000,33539.9,18.97,46957.8717765732,30.5153168708563
06/11/23 07:10:00.000,33516,18.95,46943.5198228075,30.504889114144
06/11/23 07:20:00.000,33545.2,18.95,46983.0027171046,30.5335776284243
06/11/23 07:30:00.000,33516,18.99,46900.3072457239,30.4734951603204
06/11/23 07:40:00.000,33545.2,18.96,46970.2340711062,30.5242994152783
06/11/23 07:50:00.000,33523.9,18.94,46959.5182767499,30.5165132087981
06/11/23 08:00:00.000,33510.7,18.92,46960.1113256499,30.5169441165548
06/11/23 08:10:00.000,33494.7,18.94,46916.1322526361,30.4849914794876
06/11/23 08:20:00.000,33531.9,19.01,46895.7079257859,30.47015403393
06/11/23 08:30:00.000,33508,19.04,46830.6900959736,30.4229283233062
06/11/23 08:40:00.000,33537.2,19.04,46870.0894706802,30.4515447737526
06/11/23 08:50:00.000,33508,19.05,46817.9751137592,30.4136940586515
06/11/23 09:00:00.000,33449.7,19.05,46735.4468255953,30.353767890983
06/11/23 09:10:00.000,33365.2,19.12,46545.9665809821,30.2162468026854
06/11/23 09:20:00.000,33349.4,19.22,46422.4076115001,30.126619631042
06/11/23 09:30:00.000,33415.4,18.87,46866.0078012539,30.4485800018836
06/11/23 09:40:00.000,33468.3,19.06,46746.0784199491,30.3614868196716
06/11/23 09:50:00.000,33412.7,19.07,46657.2561725122,30.2970074897848
06/11/23 10:00:00.000,33508,18.97,46889.9570052156,30.4659764158232
06/11/23 10:10:00.000,33415.4,19.16,46567.8317925776,30.2321114566941
06/11/23 10:20:00.000,33415.4,19.09,46636.9809989549,30.2822918287386
06/11/23 10:30:00.000,33486.8,19.26,46563.9552101408,30.2292986509948
06/11/23 10:40:00.000,33399.5,19.19,46511.7468590926,30.1914205941174
06/11/23 10:50:00.000,33537.2,19.25,46641.3190897777,30.2854403137207
06/11/23 11:00:00.000,33558.5,19.27,46649.4609369221,30.291349606279
06/11/23 11:10:00.000,33595.7,19.27,46699.7421634467,30.3278471101426
06/11/23 11:20:00.000,33566.4,19.12,46809.0277784991,30.4071962982261
06/11/23 11:30:00.000,33473.6,19.27,46527.885539733,30.2031287390181
06/11/23 11:40:00.000,33590.4,19.16,46799.3845935848,30.4001934252011
06/11/23 11:50:00.000,33662.3,19.2,46857.5381276488,30.4424280840608
06/11/23 12:00:00.000,33691.7,19.24,46856.6280365994,30.4417670535296
06/11/23 12:10:00.000,33683.7,19.16,46925.1217018324,30.4915222881922
06/11/23 12:20:00.000,33654.3,19.15,46893.0941803491,30.4682553308514
06/11/23 12:30:00.000,33675.7,19.35,46719.7310141041,30.3423581635714
06/11/23 12:40:00.000,33603.7,19.28,46689.1271137802,30.3201414524655
06/11/23 12:50:00.000,33638.3,19.4,46615.225369534,30.2665028279592
06/11/23 13:00:00.000,33646.3,19.46,46564.8959702605,30.2299812526828
06/11/23 13:10:00.000,33718.5,19.35,46773.7697906214,30.38159313191
06/11/23 13:20:00.000,33681,19.53,46540.1990083892,30.2120622522473
06/11/23 13:30:00.000,33702.4,19.41,46688.6077411022,30.3197644377923
06/11/23 13:40:00.000,33697.1,19.36,46730.2187037076,30.3499721882528
06/11/23 13:50:00.000,33723.8,19.55,46575.3220229599,30.2375463947419
06/11/23 14:00:00.000,33739.9,19.48,46666.2861348965,30.3035617485885
06/11/23 14:10:00.000,33731.8,19.51,46623.7720962895,30.2727054124986
06/11/23 14:20:00.000,33747.9,19.57,46584.6545085337,30.2443182808186
06/11/23 14:30:00.000,33758.6,19.61,46558.1416568773,30.2250804726514
06/11/23 14:40:00.000,33745.2,19.58,46568.3647243338,30.2324981491409
06/11/23 14:50:00.000,33721.1,19.56,46553.8681507265,30.2219797716967
06/11/23 15:00:00.000,33745.2,19.52,46625.7721209635,30.2741569100498
06/11/23 15:10:00.000,33774.7,19.57,46615.0950414097,30.2664082468574
06/11/23 15:20:00.000,33766.7,19.67,46503.0005253416,30.1850756613404
06/11/23 15:30:00.000,33766.7,19.71,46461.8965550028,30.1552598574153
06/11/23 15:40:00.000,33758.6,19.68,46479.3383729473,30.1679111922863
06/11/23 15:50:00.000,33750.6,19.68,46467.0623709716,30.1590067747942
06/11/23 16:00:00.000,33772,19.83,46346.1940141489,30.0713553387181
06/11/23 16:10:00.000,33766.7,19.77,46397.1350198912,30.1082922240628
06/11/23 16:20:00.000,33780.1,19.81,46374.5333845976,30.091903151829
06/11/23 16:30:00.000,33780.1,19.83,46353.4277964056,30.0766000868879
06/11/23 16:40:00.000,33758.6,19.82,46332.6120276792,30.0615082801247
06/11/23 16:50:00.000,33766.7,19.86,46302.8238991897,30.0399132830381
06/11/23 17:00:00.000,33801.5,19.94,46270.050647529,30.0161568395422
06/11/23 17:10:00.000,33806.9,19.98,46236.673594257,29.9919655468325
06/11/23 17:20:00.000,33823,20.03,46208.081504277,29.9712446103041
06/11/23 17:30:00.000,33815,20.07,46156.5459950963,29.9339016727268
06/11/23 17:40:00.000,33780.1,20.03,46147.0452623233,29.9270181286349
06/11/23 17:50:00.000,33755.9,19.93,46211.2271055641,29.9735241523182
06/11/23 18:00:00.000,33777.4,20.13,46042.6507948354,29.8513966942283
06/11/23 18:10:00.000,33812.3,20.3,45922.6114515919,29.7644769608726
06/11/23 18:20:00.000,33855.3,20.38,45901.6391217477,29.7492948237007
06/11/23 18:30:00.000,33863.4,20.54,45756.0053461876,29.6438998212055
06/11/23 18:40:00.000,33847.2,20.61,45665.2480207866,29.5782463930829
06/11/23 18:50:00.000,33876.8,20.73,45588.1694019791,29.5225046949959
06/11/23 19:00:00.000,33874.1,20.74,45573.6626309975,29.5120153986247
06/11/23 19:10:00.000,33930.7,21.21,45199.5312599615,29.2416820971933
06/11/23 19:20:00.000,33844.5,20.8,45473.8171634847,29.4398355971541
