Date Time,High Range (μS/cm)  #21113538,Temp (°C)  #21113538,Specific Conductance (μS/cm),Salinity (ppt)
06/11/23 19:30:00.000,33849.9,20.85,45431.9076079033,29.4095461803237
06/11/23 19:40:00.000,33798.8,20.93,45285.8577402537,29.3040264246914
06/11/23 19:50:00.000,33812.3,20.88,45350.357101849,29.3506198867861
06/11/23 20:00:00.000,33820.3,20.84,45398.0376868845,29.3850705719904
06/11/23 20:10:00.000,33820.3,21.5,44772.8339107643,28.9338063081045
06/11/23 20:20:00.000,33782.7,21.42,44796.672976446,28.9509945863333
06/11/23 20:30:00.000,33796.2,21.22,45001.2393147553,29.0985497918612
06/11/23 20:40:00.000,33804.2,21.04,45180.9326289365,29.2282528180902
06/11/23 20:50:00.000,33758.6,21.2,44967.6068433043,29.0742830375855
06/11/23 21:00:00.000,33753.3,21.24,44921.6420505818,29.0411228858173
06/11/23 21:10:00.000,33804.2,21.39,44847.0291700222,28.9873068753624
06/11/23 21:20:00.000,33831.1,21.42,44853.2833258313,28.9918172576978
06/11/23 21:30:00.000,33785.4,21.27,44932.3081780235,29.0488172121542
06/11/23 21:40:00.000,33852.6,21.53,44776.2988427439,28.9363044784101
06/11/23 21:50:00.000,33790.8,21.17,45031.2460384855,29.120202928293
06/11/23 22:00:00.000,33788.1,21.22,44979.2369014195,29.0826741152399
06/11/23 22:10:00.000,33852.6,21.34,44950.6337724529,29.0620376057368
06/11/23 22:20:00.000,33809.6,21.26,44967.616230708,29.0742898104493
06/11/23 22:30:00.000,33831.1,21.27,44985.494414514,29.0871890500926
06/11/23 22:40:00.000,33882.2,21.32,45004.9551138617,29.1012310219469
06/11/23 22:50:00.000,33868.7,21.3,45004.6360209612,29.1010007708902
06/11/23 23:00:00.000,33860.7,21.29,45002.1927191481,29.0992377418464
06/11/23 23:10:00.000,33839.1,21.26,45000.54138726,29.098046188355
06/11/23 23:20:00.000,33831.1,21.29,44960.4213978865,29.0690989185609
06/11/23 23:30:00.000,33801.5,21.22,44985.8060685932,29.0874139180777
06/11/23 23:40:00.000,33750.6,21.17,44964.0335259878,29.0717049619552
06/11/23 23:50:00.000,33825.7,21.11,45119.4188719013,29.1838426965558
06/12/23 00:00:00.000,33753.3,20.88,45239.9696531032,29.2708840098535
06/12/23 00:10:00.000,33761.3,20.8,45325.7446405158,29.3328389166498
06/12/23 00:20:00.000,33753.3,20.78,45332.8771425796,29.3379915447471
06/12/23 00:30:00.000,33723.8,20.98,45101.7376052593,29.1710794322282
06/12/23 00:40:00.000,33726.5,20.66,45409.2880140991,29.39320013098
06/12/23 00:50:00.000,33761.3,21,45130.3132242436,29.1917072113694
06/12/23 01:00:00.000,33841.8,21.21,45037.5350358131,29.1247414223169
06/12/23 01:10:00.000,33774.7,21.15,45003.7169162518,29.1003375647747
06/12/23 01:20:00.000,33772,21.21,44942.3028318893,29.0560274171513
06/12/23 01:30:00.000,33729.2,21.31,44790.2898145488,28.9463920995002
06/12/23 01:40:00.000,33831.1,21.36,44877.1725815874,29.0090466780871
06/12/23 01:50:00.000,33662.3,21.24,44764.6806602584,28.9279280439977
06/12/23 02:00:00.000,33619.7,21.34,44613.3806683231,28.8188761089156
06/12/23 02:10:00.000,33553.1,21.3,44561.1958648274,28.7812767539336
06/12/23 02:20:00.000,33598.4,21.3,44620.0208286276,28.823660874154
06/12/23 02:30:00.000,33611.7,21.29,44645.7609102306,28.8422097312626
06/12/23 02:40:00.000,33694.4,21,45027.2864350761,29.1173455081219
06/12/23 02:50:00.000,33710.4,20.86,45180.2765290467,29.2277790925677
06/12/23 03:00:00.000,33635.7,21.15,44805.1283570753,28.9570913782869
06/12/23 03:10:00.000,33758.6,20.11,45966.4481823262,29.7962145755794
06/12/23 03:20:00.000,33828.4,20.24,45932.8377758169,29.7718803369248
06/12/23 03:30:00.000,33833.8,20.33,45851.1747227506,29.7127676284326
06/12/23 03:40:00.000,33831.1,20.27,45904.6815166398,29.7514971821717
06/12/23 03:50:00.000,33893,20.13,46124.2796789088,29.9105247747892
06/12/23 04:00:00.000,33841.8,20.11,46073.0839028422,29.8734389914942
06/12/23 04:10:00.000,33938.8,20.17,46144.6236600482,29.9252636477251
06/12/23 04:20:00.000,33946.9,20.17,46154.3303350354,29.9322963449334
06/12/23 04:30:00.000,33946.9,20.17,46153.0480496551,29.9313672874249
06/12/23 04:40:00.000,33925.3,20.14,46151.9053847164,29.9305393930256
06/12/23 04:50:00.000,33909.2,20.13,46138.5854505616,29.9208889555025
06/12/23 05:00:00.000,33909.2,20.08,46186.43364988,29.9555576161769
06/12/23 05:10:00.000,33906.5,20.13,46132.3561082367,29.9163758852411
06/12/23 05:20:00.000,33901.1,20.25,46006.2199642828,29.8250134508355
06/12/23 05:30:00.000,33925.3,20.27,46018.1593891662,29.8336596189565
06/12/23 05:40:00.000,33930.7,20.16,46131.9097201829,29.916052487242
06/12/23 05:50:00.000,33906.5,20.24,46019.4718889732,29.8346101136853
06/12/23 06:00:00.000,33917.2,20.24,46032.6838567242,29.8441782894383
06/12/23 06:10:00.000,33936.1,20.23,46066.78628373,29.8688775143614
06/12/23 06:20:00.000,33879.5,20.23,45988.841960153,29.8124294828162
06/12/23 06:30:00.000,33893,20.2,46035.1912925302,29.8459942380549
06/12/23 06:40:00.000,33871.4,20.18,46024.2044120416,29.83803738002
06/12/23 06:50:00.000,33863.4,20.16,46031.6539599297,29.843432416728
06/12/23 07:00:00.000,33884.9,20.14,46079.1357362619,29.8778225375597
06/12/23 07:10:00.000,33884.9,20.14,46077.8549706528,29.8768948282042
06/12/23 07:20:00.000,33841.8,20.28,45881.3613672101,29.7346165720222
06/12/23 07:30:00.000,33820.3,20.24,45889.9727557494,29.7408498812036
06/12/23 07:40:00.000,33723.8,20.49,45516.0487271793,29.4703623074647
06/12/23 07:50:00.000,33641,20.52,45374.4336244215,29.3680151820768
06/12/23 08:00:00.000,33649,20.4,45499.4512987776,29.4583644570735
06/12/23 08:10:00.000,33553.1,20.61,45167.5267272248,29.218573539698
06/12/23 08:20:00.000,33470.9,20.61,45055.8368348288,29.1379496088101
06/12/23 08:30:00.000,33378.4,20.76,44788.203694313,28.9448879553577
06/12/23 08:40:00.000,33286.2,20.78,44644.6369933994,28.8413997769142
06/12/23 08:50:00.000,33278.4,20.79,44623.5413268943,28.8261977201437
06/12/23 09:00:00.000,33223.3,20.76,44576.7568942931,28.7924878014558
06/12/23 09:10:00.000,33228.5,20.78,44563.6746422115,28.7830625638134
06/12/23 09:20:00.000,33244.2,20.65,44705.9845477375,28.8856148567099
06/12/23 09:30:00.000,33341.5,20.52,44958.7760234788,29.0679118408206
06/12/23 09:40:00.000,33307.3,20.74,44703.1423371198,28.8835661732262
06/12/23 09:50:00.000,33270.5,20.8,44596.119907503,28.8064388857612
06/12/23 10:00:00.000,33257.4,20.86,44521.0129889829,28.7523296223079
06/12/23 10:10:00.000,33357.3,20.74,44766.3879168177,28.9291589137352
06/12/23 10:20:00.000,33286.2,20.81,44603.9973681745,28.8121148864792
06/12/23 10:30:00.000,33391.6,20.71,44838.2235665483,28.9809566066814
06/12/23 10:40:00.000,33407.4,20.73,44839.2178990944,28.981673671755
06/12/23 10:50:00.000,33370.5,20.66,44854.7928502772,28.9929059141112
06/12/23 11:00:00.000,33457.7,20.61,45018.0690557705,29.1106940070471
06/12/23 11:10:00.000,33486.8,20.61,45055.8939411685,29.137990823113
06/12/23 11:20:00.000,33478.9,20.68,44977.4570733351,29.0813899481189
06/12/23 11:30:00.000,33508,20.64,45053.2784924268,29.1361032322564
06/12/23 11:40:00.000,33516,20.7,45005.6877631785,29.1017596880368
06/12/23 11:50:00.000,33625,20.71,45140.9873349932,29.199413032476
06/12/23 12:00:00.000,33595.7,20.61,45195.8432712689,29.2390190869195
06/12/23 12:10:00.000,33675.7,20.57,45340.3246938599,29.3433719088453
06/12/23 12:20:00.000,33750.6,20.53,45478.1706412233,29.4429822578733
06/12/23 12:30:00.000,33713.1,20.61,45349.6845574548,29.3501339946498
06/12/23 12:40:00.000,33839.1,20.44,45681.6110461913,29.5900817662619
06/12/23 12:50:00.000,33742.5,20.48,45511.6275103423,29.4671662553266
06/12/23 13:00:00.000,33678.4,20.6,45308.8947387726,29.3206668107833
06/12/23 13:10:00.000,33553.1,20.85,44901.8584563752,29.0268521812575
06/12/23 13:20:00.000,33721.1,20.61,45354.1150055629,29.3533348752368
06/12/23 13:30:00.000,33817.6,20.57,45520.8631729985,29.4738426779327
06/12/23 13:40:00.000,33841.8,20.5,45619.6199848,29.5452472767482
06/12/23 13:50:00.000,33855.3,20.48,45655.8390298011,29.571441183165
06/12/23 14:00:00.000,33868.7,20.44,45711.3117238802,29.611566018081
06/12/23 14:10:00.000,33936.1,20.4,45839.6558892419,29.7044309705213
06/12/23 14:20:00.000,33919.9,20.42,45797.1273173112,29.6736542286871
06/12/23 14:30:00.000,34028.1,20.37,45990.3498686746,29.8135213768502
06/12/23 14:40:00.000,34003.7,20.39,45936.6794291518,29.7746615819686
06/12/23 14:50:00.000,34025.4,20.45,45906.253532606,29.7526351577229
06/12/23 15:00:00.000,34041.7,20.45,45926.9216680265,29.7675973214021
06/12/23 15:10:00.000,34033.5,20.53,45836.9145683844,29.7024470130184
06/12/23 15:20:00.000,34047.1,20.5,45883.0362536654,29.7358289150327
06/12/23 15:30:00.000,34038.9,20.57,45802.8547022732,29.6777987069026
06/12/23 15:40:00.000,34011.8,20.53,45803.9226026573,29.6785714754994
06/12/23 15:50:00.000,34025.4,20.53,45820.9254503817,29.6908757018436
06/12/23 16:00:00.000,34009.1,20.53,45797.7441010571,29.6741005446998
06/12/23 16:10:00.000,33911.9,20.74,45463.690696584,29.4325164520983
06/12/23 16:20:00.000,33836.5,20.75,45351.9679851418,29.3517837039443
06/12/23 16:30:00.000,33890.3,20.71,45461.0263319387,29.4305907629219
06/12/23 16:40:00.000,33898.4,20.91,45279.3528308191,29.2993279606054
06/12/23 16:50:00.000,33906.5,20.79,45403.5048776635,29.3890211586488
06/12/23 17:00:00.000,33928,20.64,45575.0103230099,29.5129898408614
06/12/23 17:10:00.000,33901.1,20.58,45595.459798734,29.5277763088068
06/12/23 17:20:00.000,33911.9,20.78,45416.5031729633,29.3984140225989
06/12/23 17:30:00.000,33936.1,20.61,45610.9648268932,29.5389882954835
06/12/23 17:40:00.000,33936.1,20.66,45561.5420186631,29.5032518578533
06/12/23 17:50:00.000,33965.9,20.65,45609.8346087008,29.5381709919072
06/12/23 18:00:00.000,34052.5,20.6,45772.9495175692,29.6561594997776
06/12/23 18:10:00.000,34030.8,20.69,45655.6916580497,29.571334595893
06/12/23 18:20:00.000,34060.6,20.66,45723.272310837,29.6202184560041
06/12/23 18:30:00.000,34052.5,20.7,45672.562650067,29.5835369780422
06/12/23 18:40:00.000,34030.8,20.68,45661.5157016147,29.5755469036733
06/12/23 18:50:00.000,34025.4,20.68,45653.0127677229,29.5693970863214
06/12/23 19:00:00.000,34044.4,20.69,45667.5427307862,29.5799061149242
06/12/23 19:10:00.000,34082.4,20.69,45717.1443140388,29.6157853407137
06/12/23 19:20:00.000,34066.1,20.7,45684.4062174521,29.5921035818902
06/12/23 19:30:00.000,34036.2,20.69,45652.7497513929,29.5692068605444
06/12/23 19:40:00.000,34022.7,20.7,45623.7752845291,29.5482522519722
06/12/23 19:50:00.000,34036.2,20.64,45698.4293502184,29.6022471591775
06/12/23 20:00:00.000,34036.2,20.7,45639.3009757426,29.5594803105137
06/12/23 20:10:00.000,34028.1,20.76,45569.4713749976,29.5089849609344
06/12/23 20:20:00.000,34022.7,20.78,45541.7755930616,29.4889609907803
06/12/23 20:30:00.000,34014.6,20.83,45481.7348999886,29.4455585133742
06/12/23 20:40:00.000,34028.1,20.83,45498.4848666863,29.4576658702042
06/12/23 20:50:00.000,34020,20.84,45476.8265577959,29.442010759358
06/12/23 21:00:00.000,34011.8,20.84,45464.6188190208,29.4331872637133
06/12/23 21:10:00.000,33990.2,20.8,45472.8422985947,29.439130978876
06/12/23 21:20:00.000,33960.4,20.8,45431.7842885888,29.4094570600551
06/12/23 21:30:00.000,33893,20.83,45311.868187359,29.3228147305362
06/12/23 21:40:00.000,32404.1,20.83,43323.7116576008,27.8917265537794
06/12/23 21:50:00.000,34025.4,20.85,45466.851358813,29.4348008676762
06/12/23 22:00:00.000,33974,20.8,45444.8787827717,29.4189203932888
06/12/23 22:10:00.000,33990.2,20.81,45455.6601506887,29.4267123712851
06/12/23 22:20:00.000,33974,20.81,45432.7701859131,29.410169548359
06/12/23 22:30:00.000,33990.2,20.78,45481.8775114847,29.4456615940138
06/12/23 22:40:00.000,34020,20.71,45587.6672290482,29.5221415837427
06/12/23 22:50:00.000,33982.1,20.7,45545.3201434405,29.4915235804349
06/12/23 23:00:00.000,33998.3,20.76,45508.0791396033,29.4646012109928
06/12/23 23:10:00.000,33992.9,20.76,45499.5966776552,29.4584695446183
06/12/23 23:20:00.000,34006.4,20.81,45468.4133500481,29.4359298295273
06/12/23 23:30:00.000,33998.3,20.79,45475.501539064,29.4410530452799
06/12/23 23:40:00.000,34006.4,20.83,45446.7234747292,29.4202535794642
06/12/23 23:50:00.000,34028.1,20.91,45397.8697365826,29.3849492124849
06/13/23 00:00:00.000,34085.1,21,45386.5287392368,29.3767544689969
06/13/23 00:10:00.000,34068.8,21.03,45335.0130478804,29.3395345807197
06/13/23 00:20:00.000,34038.9,21.04,45284.5198215429,29.3030600436957
06/13/23 00:30:00.000,33963.2,20.99,45230.2239093958,29.263845898365
06/13/23 00:40:00.000,33941.5,21,45190.6170150259,29.2352453896154
06/13/23 00:50:00.000,33995.6,21,45261.2570051258,29.2862580073692
06/13/23 01:00:00.000,33903.8,21.01,45128.5092713016,29.190404936197
06/13/23 01:10:00.000,33995.6,20.93,45325.3988815589,29.3325891384399
06/13/23 01:20:00.000,34057.9,20.96,45378.4034479737,29.3708835240406
06/13/23 01:30:00.000,34025.4,20.9,45391.1727160692,29.3801100597113
06/13/23 01:40:00.000,34020,20.83,45449.6582547558,29.4223746064501
06/13/23 01:50:00.000,34028.1,20.65,45632.1220188665,29.55428846803
06/13/23 02:00:00.000,33984.8,20.6,45621.0688752356,29.5462950613153
06/13/23 02:10:00.000,33976.7,20.54,45666.846489475,29.5794025348676
06/13/23 02:20:00.000,33987.5,20.5,45718.7394011503,29.6169392493061
06/13/23 02:30:00.000,33955,20.45,45722.2169449399,29.6194549763579
06/13/23 02:40:00.000,33941.5,20.37,45780.3557945861,29.6615184221727
06/13/23 02:50:00.000,33919.9,20.35,45769.417095085,29.6536036123255
06/13/23 03:00:00.000,33925.3,20.33,45794.8382067476,29.6719977949072
06/13/23 03:10:00.000,33949.6,20.32,45836.0177602231,29.7017979763348
06/13/23 03:20:00.000,33971.3,20.3,45883.4460069506,29.7361255102831
06/13/23 03:30:00.000,33963.2,20.29,45880.9881709901,29.7343464401668
06/13/23 03:40:00.000,33941.5,20.28,45860.1928903911,29.7192946884106
06/13/23 03:50:00.000,33979.4,20.28,45910.011615649,29.7553556434743
06/13/23 04:00:00.000,33965.9,20.3,45871.0501427992,29.7271530958539
06/13/23 04:10:00.000,33979.4,20.28,45907.450588069,29.7535017052437
06/13/23 04:20:00.000,33974,20.24,45937.8994144496,29.7755448236906
06/13/23 04:30:00.000,33979.4,20.2,45982.9730871221,29.8081798193959
06/13/23 04:40:00.000,33971.3,20.18,45990.3035701222,29.8134878514451
06/13/23 04:50:00.000,33987.5,20.17,46020.6882417318,29.8354909839596
06/13/23 05:00:00.000,33990.2,20.01,46180.0878092847,29.9509593667852
06/13/23 05:10:00.000,33936.1,20.24,45880.3635922922,29.7338943501001
06/13/23 05:20:00.000,33952.3,20.14,45998.6255225804,29.8195139776247
06/13/23 05:30:00.000,26902,20.28,36354.3705053913,22.9568587781859
06/13/23 05:40:00.000,33944.2,20.3,45829.0200651475,29.6967336856651
06/13/23 05:50:00.000,33919.9,20.2,45892.3856224561,29.7425964564669
06/13/23 06:00:00.000,33930.7,20.16,45944.7453991266,29.780501232393
06/13/23 06:10:00.000,33952.3,20.14,45992.2089848941,29.8148675924797
06/13/23 06:20:00.000,33917.2,20.02,46061.0306693064,29.8647087098189
06/13/23 06:30:00.000,33879.5,19.93,46097.0549055776,29.8908025442808
06/13/23 06:40:00.000,33895.7,20.04,46009.7174542646,29.8275461887524
06/13/23 06:50:00.000,33914.6,20.11,45965.460038917,29.7954991094379
06/13/23 07:00:00.000,33914.6,20.19,45886.0225289815,29.7379905062974
06/13/23 07:10:00.000,33928,20.14,45951.6701717117,29.7855148049441
06/13/23 07:20:00.000,33938.8,20.14,45964.9824802701,29.79515333356
06/13/23 07:30:00.000,33893,20.13,45911.576624845,29.7564885682529
06/13/23 07:40:00.000,33909.2,20.09,45971.3131730603,29.79973711312
06/13/23 07:50:00.000,33925.3,20.09,45991.8078653721,29.8145771347024
06/13/23 08:00:00.000,33925.3,20.13,45951.3858585514,29.785308958266
06/13/23 08:10:00.000,33914.6,20.14,45925.8700911376,29.7668360329558
06/13/23 08:20:00.000,33938.8,20.18,45918.2037324845,29.7612860630656
06/13/23 08:30:00.000,33930.7,20.19,45896.2279363665,29.7453777807911
06/13/23 08:40:00.000,33879.5,20.12,45894.1294711062,29.7438587662976
06/13/23 08:50:00.000,33930.7,20.14,45942.4940208112,29.7788712489094
06/13/23 09:00:00.000,33922.6,20.17,45900.9687885242,29.7488095795469
06/13/23 09:10:00.000,33901.1,20.04,45997.7692146097,29.8188938961996
06/13/23 09:20:00.000,33863.4,20.12,45867.2462397431,29.724399821555
06/13/23 09:30:00.000,33890.3,20.22,45804.8041855717,29.6792094207218
06/13/23 09:40:00.000,33911.9,20.23,45822.9167708223,29.6923167829774
06/13/23 09:50:00.000,33911.9,20.24,45811.9028606269,29.6843463509887
06/13/23 10:00:00.000,33804.2,20.13,45772.3832282367,29.6557497584671
06/13/23 10:10:00.000,33858,20.06,45912.1611928692,29.7569117441198
06/13/23 10:20:00.000,33893,20.19,45831.2675099337,29.698360166618
06/13/23 10:30:00.000,33852.6,20.28,45688.0258209519,29.5947217593123
06/13/23 10:40:00.000,33847.2,20.28,45679.477893836,29.5885388185771
06/13/23 10:50:00.000,33863.4,20.37,45612.8221516781,29.5403314045012
06/13/23 11:00:00.000,33809.6,20.45,45462.0817701475,29.4313535864801
06/13/23 11:10:00.000,33823,20.52,45411.4388249419,29.3947543578229
06/13/23 11:20:00.000,33906.5,20.59,45454.7025256244,29.4260202583852
06/13/23 11:30:00.000,33917.2,20.58,45477.3622169794,29.4423979312722
06/13/23 11:40:00.000,33984.8,20.61,45537.6639272643,29.4859884363756
06/13/23 11:50:00.000,33963.2,20.54,45574.9115102233,29.5129183945921
06/13/23 12:00:00.000,33917.2,20.63,45425.521890459,29.4049314083687
06/13/23 12:10:00.000,33971.3,20.66,45467.7439874551,29.4354460329382
06/13/23 12:20:00.000,33849.9,20.68,45285.1805661499,29.303537300091
06/13/23 12:30:00.000,33831.1,20.76,45182.4725757313,29.2293647142613
06/13/23 12:40:00.000,33887.6,20.76,45256.522785134,29.28283879241
06/13/23 12:50:00.000,33879.5,20.8,45206.3209304234,29.2465848507777
06/13/23 13:00:00.000,33917.2,20.89,45169.5546888268,29.2200377311623
06/13/23 13:10:00.000,33901.1,20.93,45108.9030458415,29.1762517255466
06/13/23 13:20:00.000,33928,21.04,45039.0993698221,29.1258703494983
06/13/23 13:30:00.000,33936.1,21.1,44991.8575564648,29.0917803019303
06/13/23 13:40:00.000,33911.9,21.19,44873.7825486245,29.0066016273715
06/13/23 13:50:00.000,33928,21.25,44837.3934697736,28.9803579825421
06/13/23 14:00:00.000,33925.3,21.35,44738.8463963823,28.9093033986643
06/13/23 14:10:00.000,33903.8,21.24,44812.346719928,28.962296358555
06/13/23 14:20:00.000,33938.8,21.32,44782.2143802224,28.9405695745091
06/13/23 14:30:00.000,33933.4,21.26,44830.1170053461,28.9751106375392
06/13/23 14:40:00.000,34006.4,21.35,44840.6122322995,28.9826792024634
06/13/23 14:50:00.000,33976.7,21.41,44744.1041862381,28.9130937473758
06/13/23 15:00:00.000,33982.1,21.56,44610.0575148672,28.8164815544353
06/13/23 15:10:00.000,34022.7,21.62,44606.2094635907,28.8137088115327
06/13/23 15:20:00.000,33990.2,21.55,44627.4862218773,28.8290404213646
06/13/23 15:30:00.000,34082.4,21.24,45037.9478330278,29.1250393235554
06/13/23 15:40:00.000,34036.2,21.35,44872.3185547829,29.0055457355282
06/13/23 15:50:00.000,34030.8,21.29,44920.3100739812,29.040162045706
06/13/23 16:00:00.000,34036.2,21.3,44916.7690836952,29.037607724636
06/13/23 16:10:00.000,34052.5,21.25,44984.0501684743,29.0861469855056
06/13/23 16:20:00.000,34030.8,21.36,44850.8155284314,28.9900375154858
06/13/23 16:30:00.000,34066.1,21.29,44961.8021849748,29.0700951115631
06/13/23 16:40:00.000,34047.1,21.12,45095.874700791,29.166847458388
06/13/23 16:50:00.000,34109.5,20.84,45443.811213273,29.418148849011
06/13/23 17:00:00.000,34161.2,20.96,45396.5056909377,29.3839635670188
06/13/23 17:10:00.000,34136.7,20.98,45343.668774129,29.3457878324681
06/13/23 17:20:00.000,34115,21.03,45266.0446528516,29.2897158683026
06/13/23 17:30:00.000,34136.7,21.06,45264.9925575085,29.288955991261
06/13/23 17:40:00.000,34120.4,21.15,45156.7906133934,29.2108222249867
06/13/23 17:50:00.000,34136.7,21.17,45158.1219950836,29.2117834466769
06/13/23 18:00:00.000,34115,21.07,45222.9792994536,29.2586141961321
06/13/23 18:10:00.000,34136.7,21.17,45155.596994788,29.2099604684087
06/13/23 18:20:00.000,34112.2,21.31,44989.8705052696,29.0903465568129
06/13/23 18:30:00.000,34136.7,21.15,45172.0108029948,29.2218110636249
06/13/23 18:40:00.000,34142.2,21.32,45017.4347757881,29.1102363021307
06/13/23 18:50:00.000,34112.2,21.32,44976.6857980506,29.0808334663663
06/13/23 19:00:00.000,34117.7,21.44,44869.977717821,29.0038574402733
06/13/23 19:10:00.000,34125.8,21.37,44945.050485859,29.058009636781
06/13/23 19:20:00.000,34098.7,21.15,45115.504564049,29.1810170747726
06/13/23 19:30:00.000,34120.4,21.3,45001.2756492564,29.0985760097797
06/13/23 19:40:00.000,34106.8,21.19,45085.8547591341,29.1596150482146
06/13/23 19:50:00.000,34090.5,21.42,44846.7250128925,28.9870875253953
06/13/23 20:00:00.000,34164,21.57,44801.5458281192,28.954508156444
06/13/23 20:10:00.000,34095.9,21.21,45048.8040764508,29.1328740503066
06/13/23 20:20:00.000,34123.1,21.48,44829.5734418465,28.9747186579745
06/13/23 20:30:00.000,34166.7,21.82,44568.8514604512,28.786792200825
06/13/23 20:40:00.000,34093.2,21.53,44741.1438876585,28.9109596548563
06/13/23 20:50:00.000,34115,21.7,44610.1781317638,28.8165684664839
06/13/23 21:00:00.000,34123.1,21.86,44471.3629829314,28.7165682685653
06/13/23 21:10:00.000,34085.1,21.85,44429.888937142,28.6867006811299
06/13/23 21:20:00.000,34085.1,21.86,44419.4218399015,28.6791634892178
06/13/23 21:30:00.000,34068.8,21.91,44350.9165846369,28.6298409165591
06/13/23 21:40:00.000,34090.5,21.9,44387.095256129,28.6558874107501
06/13/23 21:50:00.000,34074.2,21.96,44309.4801231384,28.6000132779683
06/13/23 22:00:00.000,34074.2,21.96,44308.2405169989,28.5991210277062
06/13/23 22:10:00.000,34028.1,21.93,44274.6734677713,28.5749614682094
06/13/23 22:20:00.000,33992.9,21.93,44227.6978657031,28.5411561185306
06/13/23 22:30:00.000,33957.7,21.87,44235.7713292619,28.5469656705325
06/13/23 22:40:00.000,33936.1,21.85,44224.7976003535,28.5390691690635
06/13/23 22:50:00.000,33911.9,21.76,44274.7971863233,28.5750505080993
06/13/23 23:00:00.000,33898.4,21.78,44237.5592807615,28.5482522783189
06/13/23 23:10:00.000,33839.1,21.77,44168.2275153568,28.4983672710209
06/13/23 23:20:00.000,33855.3,21.75,44206.4877837107,28.5258944410336
06/13/23 23:30:00.000,33868.7,21.75,44222.7224419247,28.5375759566928
06/13/23 23:40:00.000,33721.1,21.73,44047.3623144074,28.4114330633973
06/13/23 23:50:00.000,33678.4,21.71,44008.7466969723,28.3836661295452
06/14/23 00:00:00.000,33649,21.7,43978.3058609266,28.3617800691994
06/14/23 00:10:00.000,33673,21.65,44054.238343217,28.4163777428947
06/14/23 00:20:00.000,33627.7,21.61,44030.5096902333,28.39931454657
06/14/23 00:30:00.000,33606.3,21.53,44074.7694129857,28.4311427422484
06/14/23 00:40:00.000,33577.1,21.52,44044.4891581583,28.4093669598043
06/14/23 00:50:00.000,33587.7,21.52,44057.1393126437,28.4184639203287
06/14/23 01:00:00.000,33601,21.51,44082.524012724,28.4367197765739
06/14/23 01:10:00.000,33593,21.46,44116.8432421921,28.4614037059311
06/14/23 01:20:00.000,33601,21.46,44126.0979625453,28.4680606371119
06/14/23 01:30:00.000,33593,21.44,44132.8078857075,28.4728872311204
06/14/23 01:40:00.000,33558.5,21.44,44086.3199284913,28.4394498197331
06/14/23 01:50:00.000,33486.8,21.37,44055.4607846702,28.4172568359511
06/14/23 02:00:00.000,33486.8,21.34,44081.8833169564,28.4362589883849
06/14/23 02:10:00.000,33500.1,21.29,44144.3030256366,28.4811562062815
06/14/23 02:20:00.000,33494.7,21.26,44163.701435931,28.4951111363692
06/14/23 02:30:00.000,33697.1,21.16,44522.1029935644,28.753114790033
06/14/23 02:40:00.000,33785.4,21.07,44721.707642989,28.8969485400389
06/14/23 02:50:00.000,33777.4,21.05,44728.6686145182,28.9019664227264
